state,gender,activity_code,count_distinct_person
"Kerala","female","Making, processing food products, beverages and tobacco for own final use",4
"Kerala","female","Making, processing of products using other materials for own final use",1
"Kerala","female","Other activities related to do-it-yourself decoration, maintenance and repair",2
"Kerala","male","Culture, leisure, mass-media and sports practices",3
"Kerala","male","Other unpaid domestic services for household members",6
"Kerala","female","Assisting dependent adults with medical care",13
"Kerala","female","Participating in community social functions (music, dance, etc.)",4
"Kerala","female","Travelling time related to culture, leisure, mass-media and sports practices",9
"Kerala","female","Other activities related to attendance at cultural, entertainment and sports events",1
"Kerala","female","Other activities related to food and meals management and preparation",25
"Kerala","female","Other activities related to receiving personal and health/medical care",4
"Kerala","male","Other activities related to personal hygiene and care",3
"Kerala","male","Self-study for distance education course work (video, audio, online)",10
"Kerala","male","Visual, literary and performing arts (as hobby)",1
"Kerala","female","Participating in sports",3
"Kerala","female","Participating in community celebrations of cultural/historic events",1
"Ladakh","male","Other activities related to culture, leisure, mass-media and sports practices",1
"Ladakh","female","Travelling time related to learning",141
"Ladakh","female","Travelling time related to socializing and communication, community participation and religious practice",7
"Ladakh","female","Activities associated with reflecting, resting, relaxing",152
"Ladakh","female","Other activities related to socializing and communication",1
"Ladakh","male","Other activities related to religious practice",6
"Ladakh","female","Other activities related to religious practice",7
"Ladakh","male","Mending/repairing and care of clothes and shoes; cleaning and polishing shoes",1
"Ladakh","female","Employment-related travel",1
"Ladakh","male","Involvement in civic and related responsibilities",1
"Ladakh","female","Travelling related to care-giving services for household members",2
"Ladakh","male","Extra-curricular activities",2
"Ladakh","female","Vending and trading of goods in household enterprises",4
"Ladakh","female","Activities ancillary to employment",3
"Ladakh","male","Do-it-yourself improvement, maintenance and repair of own dwelling",1
"Ladakh","female","Other activities related to culture, leisure, mass-media and sports practices",2
"Ladakh","male","Travelling time related to culture, leisure, mass-media and sports practices",1
"Ladakh","female","Other activities related to childcare and instruction",3
"Ladakh","male","Other activities related to formal education",4
"Ladakh","female","Other activities related to formal education",8
"Ladakh","male","Providing paid personal care services in household enterprises",2
"Ladakh","male","Activities ancillary to employment",4
"Ladakh","male","Other activities related to cleaning and upkeep of dwelling and surroundings",1
"Ladakh","male","Providing paid business and professional services in household enterprises",1
"Ladakh","female","Other sleep and related activities",1
"Ladakh","male","Other sleep and related activities",1
"Ladakh","male","Other activities related to mass media use",19
"Ladakh","male","Commuting",422
"Ladakh","male","Employment in corporations, government and non-profit institutions",160
"Ladakh","male","Fetching water from natural and other sources for own final use",6
"Ladakh","male","Growing crops and kitchen gardening, for own final use",27
"Ladakh","male","Watching/listening to television and video",92
"Ladakh","female","Caring for children including feeding, cleaning, physical care",242
"Ladakh","female","Indoor cleaning",275
"Ladakh","female","Hand/machine-washing",63
"Ladakh","male","Activities associated with reflecting, resting, relaxing",81
"Ladakh","male","Homework, being tutored, course review, research and activities related to formal education",16
"Ladakh","male","Travelling time related to learning",200
"Ladakh","male","School/university attendance",193
"Ladakh","male","Incidental sleep/naps",4
"Ladakh","female","Receiving health/medical care from others",1
"Ladakh","female","Assisting dependent adults with medical care",1
"Ladakh","female","Storing, arranging, preserving food stocks",3
"Ladakh","male","Receiving health/medical care from others",1
"Ladakh","female","Other self-care and maintenance activities",4
"Ladakh","male","Other activities related to employment in household enterprises to produce goods",5
"Ladakh","male","Ironing/pressing/folding",3
"Ladakh","female","Involvement in civic and related responsibilities",2
"Ladakh","female","Other activities related to learning",1
"Ladakh","male","Other activities related to learning",1
"Ladakh","female","Playing games and other pastime activities",4
"Ladakh","male","Playing and sports with children",8
